taxid,contig_count,total_bp,Name,Rank,FullLineage,FullLineageTaxIDs,FullLineageRanks
679940.0,1141,34079843,Apophysomyces ossiformis,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Mucoraceae;Apophysomyces;Apophysomyces ossiformis,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;34489;90268;679940,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species
1290454.0,882,33966588,Mucor irregularis B50,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Mucoraceae;Mucor;Mucor irregularis;Mucor irregularis B50,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;34489;4830;713888;1290454,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species;strain
13373.0,13,33440540,Burkholderia mallei,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia mallei,131567;2;1224;28216;80840;119060;32008;111527;13373,no rank;superkingdom;phylum;class;order;family;genus;species group;species
630.0,34,33363537,Yersinia enterocolitica,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia enterocolitica,131567;2;1224;1236;91347;1903411;629;630,no rank;superkingdom;phylum;class;order;family;genus;species
1036611.0,51,33126810,Aspergillus versicolor CBS 583.65,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Nidulantes;Aspergillus versicolor;Aspergillus versicolor CBS 583.65,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720870;46472;1036611,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;strain
502779.0,110,32925248,Paracoccidioides lutzii Pb01,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Ajellomycetaceae;Paracoccidioides;Paracoccidioides lutzii;Paracoccidioides lutzii Pb01,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;33183;299071;38946;1048829;502779,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;strain
1397361.0,16,32375103,Sporothrix schenckii 1099-18,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix schenckii;Sporothrix schenckii 1099-18,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;5151;5152;29907;29908;1397361,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species;strain
48296.0,28,31790450,Acinetobacter pittii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter pittii,131567;2;1224;1236;2887326;468;469;909768;48296,no rank;superkingdom;phylum;class;order;family;genus;species group;species
470.0,175,31761107,Acinetobacter baumannii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter baumannii,131567;2;1224;1236;2887326;468;469;909768;470,no rank;superkingdom;phylum;class;order;family;genus;species group;species
588.0,15,30952981,Providencia stuartii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia stuartii,131567;2;1224;1236;91347;1903414;586;588,no rank;superkingdom;phylum;class;order;family;genus;species
28454.0,8,30495909,Sphingobacterium multivorum,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium multivorum,131567;2;1783270;68336;976;117747;200666;84566;28453;28454,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
447093.0,88,30483324,Histoplasma capsulatum G186AR,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Ajellomycetaceae;Histoplasma;Histoplasma capsulatum;Histoplasma capsulatum G186AR,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;33183;299071;5036;5037;447093,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;strain
502780.0,57,29952540,Paracoccidioides brasiliensis Pb18,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Ajellomycetaceae;Paracoccidioides;Paracoccidioides brasiliensis;Paracoccidioides brasiliensis Pb18,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;33183;299071;38946;121759;502780,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;strain
624.0,25,29868206,Shigella sonnei,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella sonnei,131567;2;1224;1236;91347;543;620;624,no rank;superkingdom;phylum;class;order;family;genus;species
227321.0,9,29861518,Aspergillus nidulans FGSC A4,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Nidulantes;Aspergillus nidulans;Aspergillus nidulans FGSC A4,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720870;162425;227321,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;strain
575.0,26,29484455,Raoultella planticola,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Raoultella;Raoultella planticola,131567;2;1224;1236;91347;543;2890311;160674;575,no rank;superkingdom;phylum;class;order;family;no rank;genus;species
330879.0,8,29384958,Aspergillus fumigatus Af293,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Fumigati;Aspergillus fumigatus;Aspergillus fumigatus Af293,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720872;746128;330879,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;strain
341663.0,27,29364022,Aspergillus terreus NIH2624,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus terreus;Aspergillus terreus NIH2624,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720871;33178;341663,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;strain
246410.0,7,29016019,Coccidioides immitis RS,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Coccidioides;Coccidioides immitis;Coccidioides immitis RS,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;33183;33184;5500;5501;246410,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;strain
1279043.0,19,28991111,Cladophialophora carrionii CBS 160.54,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora carrionii;Cladophialophora carrionii CBS 160.54,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;34395;43219;82105;86049;1279043,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;strain
28450.0,8,28910302,Burkholderia pseudomallei,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia pseudomallei,131567;2;1224;28216;80840;119060;32008;111527;28450,no rank;superkingdom;phylum;class;order;family;genus;species group;species
520.0,7,28749582,Bordetella pertussis,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis,131567;2;1224;28216;80840;506;517;520,no rank;superkingdom;phylum;class;order;family;genus;species
40324.0,6,28686789,Stenotrophomonas maltophilia,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas maltophilia group;Stenotrophomonas maltophilia,131567;2;1224;1236;135614;32033;40323;995085;40324,no rank;superkingdom;phylum;class;order;family;genus;species group;species
584.0,17,28318716,Proteus mirabilis,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus mirabilis,131567;2;1224;1236;91347;1903414;583;584,no rank;superkingdom;phylum;class;order;family;genus;species
37727.0,8,28198338,Talaromyces marneffei,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces sect. Talaromyces;Talaromyces marneffei,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;28568;5094;2752537;37727,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;section;species
443226.0,9,28193268,Coccidioides posadasii str. Silveira,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Coccidioides;Coccidioides posadasii;Coccidioides posadasii str. Silveira,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;33183;33184;5500;199306;443226,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;strain
90255.0,85,28120762,Cokeromyces recurvatus,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Mucoraceae;Cokeromyces;Cokeromyces recurvatus,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;34489;90254;90255,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species
1160497.0,82,27993362,Aspergillus glaucus CBS 516.65,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Aspergillus;Aspergillus glaucus;Aspergillus glaucus CBS 516.65,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720874;41413;1160497,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;strain
1282.0,47,27946292,Staphylococcus epidermidis,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis,131567;2;1783272;1239;91061;1385;90964;1279;1282,no rank;superkingdom;clade;phylum;class;order;family;genus;species
344612.0,143,27859441,Aspergillus clavatus NRRL 1,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Fumigati;Aspergillus clavatus;Aspergillus clavatus NRRL 1,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720872;5057;344612,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;strain
1392256.0,34,27718211,Aspergillus ochraceoroseus IBT 24754,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Nidulantes;Aspergillus ochraceoroseus;Aspergillus ochraceoroseus IBT 24754,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720870;138278;1392256,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;strain
1031333.0,870,27442318,Rhizomucor miehei CAU432,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Lichtheimiaceae;Rhizomucor;Rhizomucor miehei;Rhizomucor miehei CAU432,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;499202;4838;4839;1031333,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus;species;strain
82996.0,10,27271131,Serratia plymuthica,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia plymuthica,131567;2;1224;1236;91347;1903411;613;82996,no rank;superkingdom;phylum;class;order;family;genus;species
5855.0,2747,27007701,Plasmodium vivax,species,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Plasmodium);Plasmodium vivax,131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418103;5855,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;subgenus;species
80866.0,8,27006880,Delftia acidovorans,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia acidovorans,131567;2;1224;28216;80840;80864;80865;80866,no rank;superkingdom;phylum;class;order;family;genus;species
1639.0,14,26457359,Listeria monocytogenes,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes,131567;2;1783272;1239;91061;1385;186820;1637;1639,no rank;superkingdom;clade;phylum;class;order;family;genus;species
663.0,12,26281282,Vibrio alginolyticus,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi group;Vibrio alginolyticus,131567;2;1224;1236;135623;641;662;717610;663,no rank;superkingdom;phylum;class;order;family;genus;species group;species
28095.0,13,26116015,Burkholderia gladioli,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia gladioli,131567;2;1224;28216;80840;119060;32008;28095,no rank;superkingdom;phylum;class;order;family;genus;species
185431.0,12,26075494,Trypanosoma brucei brucei TREU927,strain,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Trypanosoma;Trypanozoon;Trypanosoma brucei;Trypanosoma brucei brucei;Trypanosoma brucei brucei TREU927,131567;2759;2611352;33682;5653;2704647;2704949;5654;5690;39700;5691;5702;185431,no rank;superkingdom;clade;phylum;class;subclass;order;family;genus;subgenus;species;subspecies;strain
1340429.0,131,25972395,Rhizopus microsporus ATCC 52813,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus microsporus;Rhizopus microsporus ATCC 52813,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;1344955;4842;58291;1340429,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species;strain
518.0,5,25801121,Bordetella bronchiseptica,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella bronchiseptica,131567;2;1224;28216;80840;506;517;518,no rank;superkingdom;phylum;class;order;family;genus;species
1496.0,89,25659804,Clostridioides difficile,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile,131567;2;1783272;1239;186801;3082720;186804;1870884;1496,no rank;superkingdom;clade;phylum;class;order;family;genus;species
57706.0,6,25311205,Citrobacter braakii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex;Citrobacter braakii,131567;2;1224;1236;91347;543;544;1344959;57706,no rank;superkingdom;phylum;class;order;family;genus;species group;species
672.0,13,24982748,Vibrio vulnificus,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio vulnificus,131567;2;1224;1236;135623;641;662;672,no rank;superkingdom;phylum;class;order;family;genus;species
823.0,44,24853017,Parabacteroides distasonis,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis,131567;2;1783270;68336;976;200643;171549;2005525;375288;823,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
253.0,5,24596772,Chryseobacterium indologenes,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Chryseobacterium;Chryseobacterium indologenes,131567;2;1783270;68336;976;117743;200644;2762318;2782232;59732;253,no rank;superkingdom;clade;clade;phylum;class;order;family;no rank;genus;species
